return_date,strategy,asset_id,weight,mark,relative_spread,spread_cost_nav,fee_cost_nav,slippage_cost_nav,borrow_cost_nav,margin_drag_nav,capacity_cost_nav,assignment_penalty_nav,total_cost_nav
2021-01-29,Equity-option Greek Markowitz,GOOGL_put_put_near,-0.004163777111248383,18.6,0.045112781954887146,0.0001878395689284982,3.3578847671357925e-06,4.1637771112483834e-06,0.0,6.449494150585931e-05,0.0,0.0,0.0002598561723127417
2021-01-29,Equity-option Greek Markowitz,JPM_call_atm,0.008881826750127296,3.92,0.030431650974944758,0.00027028865167980174,3.398658195201771e-05,8.881826750127296e-06,0.0,7.3001315754470924e-06,0.0,0.0,0.0003204571919573939
2021-01-29,Equity-option Greek Markowitz,JPM_call_call_near,-0.0011726104265719476,0.6,0.025316455696202552,2.968633991321389e-05,2.9315260664298692e-05,1.1726104265719477e-06,7.127257762990142e-06,4.082290590319044e-05,5.609972735219231e-06,0.0,0.00011373434740548434
2021-01-29,Equity-option Greek Markowitz,JPM_call_put_near,0.09890561473915992,7.35,0.023166023166023085,0.002291249762297133,0.00020184819334522435,9.890561473915992e-05,0.0,8.129228608698076e-05,0.027267722744105407,0.0,0.029941018600573906
2021-01-29,Equity-option Greek Markowitz,JPM_put_atm,0.0696959661652781,2.5,0.028985507246376836,0.002020172932326903,0.0004181757969916686,6.96959661652781e-05,0.0,5.728435575228337e-05,0.0002962798317398093,0.0,0.0028616088829759422
2021-01-29,Equity-option Greek Markowitz,JPM_put_put_near,0.003910904987481247,1.0,0.015748031496063006,6.158905492096457e-05,5.86635748122187e-05,3.9109049874812465e-06,0.0,3.214442455464038e-06,7.072468647242046e-05,0.0,0.00019810266364854903
2021-01-29,Equity-option Greek Markowitz,META_call_call_near,-0.011571837666030777,0.84,0.013986013986014,0.00016184388344099004,0.00020663995832197814,1.1571837666030778e-05,0.0,0.0006185838002407637,5.9483054014779696e-05,0.0,0.0010581225336845422
2021-01-29,Equity-option Greek Markowitz,META_call_put_near,0.05276276109010137,12.0,0.01333339917727992,0.0007035069553097745,6.595345136262671e-05,5.276276109010137e-05,0.0,4.336665295076825e-05,0.000136409768546708,0.0,0.0010019995892599786
2021-01-29,Equity-option Greek Markowitz,META_call_put_wing,-0.09624981422195138,42.4,0.0071513808387316065,0.0006883190771583399,3.405064182380355e-05,9.624981422195138e-05,0.0,0.000101931763783971,0.00036140097751263697,9.624981422195138e-05,0.0013782020887226543
2021-01-29,Equity-option Greek Markowitz,META_put_call_near,0.06588883865708997,15.58,0.012422360248447159,0.000818494890150183,6.34359807353241e-05,6.588883865708997e-05,0.0,5.415520985514244e-05,0.010048828066794007,0.0,0.011050802986191747
2021-01-29,Equity-option Greek Markowitz,META_put_put_near,-0.03317300546239375,4.0,0.0235294117647058,0.0007805413049974971,0.00012439877048397654,3.317300546239375e-05,0.0,0.0003723919846681089,0.0006056283679964611,0.0,0.0019161334336084376
2021-01-29,Equity-option Greek Markowitz,MSFT_call_atm,0.0015876911301998232,3.25,0.010810810810810902,1.7164228434592826e-05,7.3278052163068765e-06,1.5876911301998232e-06,0.0,1.3049516138628681e-06,0.0,0.0,2.7384676394962393e-05
2021-01-29,Equity-option Greek Markowitz,MSFT_call_call_near,-0.016681681565462295,1.61,0.008810572687224679,0.00014697516797764152,0.00015541939346704002,1.6681681565462297e-05,2.4757933274468368e-05,0.00037883157490802884,0.0,0.0,0.000722665751192641
2021-01-29,Equity-option Greek Markowitz,MSFT_call_put_near,0.07216992161274342,9.25,0.017191977077363935,0.001240743638041437,0.0001170323053179623,7.216992161274343e-05,0.0,5.931774379129596e-05,0.0,0.0,0.001489263608763439
2021-01-29,Equity-option Greek Markowitz,MSFT_put_atm,-0.0011097081617168379,3.15,0.02499999999999991,2.774270404292085e-05,5.28432457960399e-06,1.1097081617168378e-06,0.0,1.2880432474735697e-05,0.0,0.0,4.701716925897737e-05
2021-01-29,Equity-option Greek Markowitz,MSFT_put_put_near,-0.005869809240339187,2.02,0.01010101010101011,5.929100242766861e-05,4.358769237875634e-05,5.869809240339187e-06,0.0,0.00010624410366105795,0.0,0.0,0.0002149926077078221
2021-01-29,Equity-option Greek Markowitz,NVDA_call_atm,0.001573135159605597,14.9,0.01540846682193843,2.4239600913207658e-05,1.58369311369691e-06,1.573135159605597e-06,0.0,1.292987802415559e-06,0.0,0.0,2.8689416988925722e-05
2021-01-29,Equity-option Greek Markowitz,NVDA_call_call_near,0.0012714863245074839,5.2,0.02690582959641262,3.421039438136736e-05,3.6677490130023576e-06,1.2714863245074839e-06,0.0,1.0450572530198498e-06,0.0,0.0,4.0194686971897054e-05
2021-01-29,Equity-option Greek Markowitz,NVDA_call_put_near,0.13471834912902567,43.71,0.012694748990190519,0.0017102156265658324,4.623141699692027e-05,0.00013471834912902566,0.0,0.00011072741024303479,0.009897611534570099,0.0,0.011899504337504913
2021-01-29,Equity-option Greek Markowitz,NVDA_call_put_wing,0.020216686484564095,54.28,0.01167316279690346,0.0002359926725482746,5.5867777683946465e-06,2.0216686484564094e-05,0.0,1.66164546448472e-05,4.604379412782e-07,0.0,0.0002788730293873588
2021-01-29,Equity-option Greek Markowitz,NVDA_put_atm,0.008528551912364,15.34,0.016313213703099513,0.00013912808992437199,8.339522730473274e-06,8.528551912364001e-06,0.0,7.0097686950936995e-06,0.0,0.0,0.00016300593326230294
2021-01-29,Equity-option Greek Markowitz,NVDA_put_call_near,0.011346013631469521,33.2,0.01277501774308028,0.00014494552545525385,5.126210978073578e-06,1.1346013631469522e-05,0.0,9.325490656002345e-06,3.6599887533669835e-05,0.0,0.0002073431282544691
2021-01-29,Equity-option Greek Markowitz,NVDA_put_put_near,0.012698673126334301,6.98,0.02230483271375457,0.00028324177976953735,2.728941216260953e-05,1.2698673126334302e-05,0.0,1.0437265583288465e-05,0.0,0.0,0.00033366713064176965
2021-01-29,Equity-option Greek Markowitz,NVDA_put_put_wing,-0.0010029388950633506,1.78,0.027522935779816543,2.7603822799908762e-05,8.451732261769808e-06,1.0029388950633506e-06,0.0,4.8367065098813736e-05,0.0,0.0,8.542555905555565e-05
2021-01-29,Equity-option Greek Markowitz,TSLA_call_atm,0.029951037440245933,36.25,0.008438818565400921,0.00025275137080376547,1.2393532733894868e-05,2.9951037440245933e-05,0.0,2.461729104677748e-05,0.0,0.0,0.0003197132320246837
2021-01-29,Equity-option Greek Markowitz,TSLA_call_call_near,-0.0018198828561768767,23.55,0.01125281478651943,2.047880471372037e-05,1.1591610548897302e-06,1.8198828561768768e-06,9.48864794943513e-07,8.964220951168819e-06,0.0,0.0,3.337093437089931e-05
2021-01-29,Equity-option Greek Markowitz,TSLA_call_put_near,0.0545919384393931,68.72,0.0056815627179630426,0.00031016752213858934,1.191616816925053e-05,5.45919384393931e-05,0.0,4.487008638854228e-05,0.0,0.0,0.00042154571513577525
2021-01-29,Equity-option Greek Markowitz,TSLA_put_atm,0.025502411799506554,42.72,0.008215965270877803,0.00020952692966837015,8.954498525107638e-06,2.5502411799506554e-05,0.0,2.0960886410553332e-05,0.0,0.0,0.00026494472640353767
2021-01-29,Equity-option Greek Markowitz,TSLA_put_call_near,-0.004796918960779737,72.7,0.006334125098970682,3.038428478720329e-05,9.897356865432745e-07,4.796918960779737e-06,0.0,7.653991945299334e-06,0.0,0.0,4.382493137982564e-05
2021-01-29,Equity-option Greek Markowitz,TSLA_put_put_near,0.0043598276750343706,12.5,0.015564202334630295,6.785724007835573e-05,5.231793210041244e-06,4.359827675034371e-06,0.0,3.583420006877565e-06,0.0,0.0,8.10322809703089e-05
2021-01-29,Equity-option Greek Markowitz,TSLA_put_put_wing,-0.024755053224238804,5.15,0.026431718061674072,0.0006543185874248158,7.210209676962758e-05,2.4755053224238804e-05,0.0,0.0005575921687146248,0.0,0.0,0.001308767906133307
2021-02-26,Equity-option Greek Markowitz,AAPL_call_atm,-0.003992964698882109,4.22,0.011834319526627177,4.725402010511355e-05,1.4193002484178112e-05,3.99296469888211e-06,2.141622276650515e-06,2.873503763663462e-05,0.0,0.0,9.631664720145892e-05
2021-02-26,Equity-option Greek Markowitz,AAPL_call_call_near,-0.003932518064634854,2.7,0.011049723756906006,4.3453238283257775e-05,2.1847322581304746e-05,3.932518064634854e-06,2.1092017900660203e-06,4.4231911981507894e-05,0.0,0.0,0.00011557419270077129
2021-02-26,Equity-option Greek Markowitz,AAPL_call_put_near,0.031884204035193736,9.65,0.00985221674876844,0.00031413008901668603,4.956093891480891e-05,3.188420403519374e-05,0.0,3.668867313638731e-05,0.0,0.0,0.00043226390510307593
2021-02-26,Equity-option Greek Markowitz,AAPL_put_atm,0.013368695376127039,6.53,0.013157894736842176,0.0001759038865279883,3.070910117027651e-05,1.336869537612704e-05,0.0,1.5383156323214676e-05,0.0,0.0,0.00023536483939760652
2021-02-26,Equity-option Greek Markowitz,AAPL_put_call_near,0.00928361720583494,10.7,0.009411816812826612,8.73757045017237e-05,1.3014416643693841e-05,9.28361720583494e-06,0.0,1.0682518428631988e-05,0.0,0.0,0.00012035625677988448
2021-02-26,Equity-option Greek Markowitz,AAPL_put_put_near,0.007380511407037293,2.85,0.011406885334779042,8.418864733210312e-05,3.884479687914365e-05,7.3805114070372935e-06,0.0,8.492643262892227e-06,0.0,0.0,0.00013890659888117631
2021-02-26,Equity-option Greek Markowitz,AMZN_call_atm,0.001178778035457045,148.5,0.008853307128683388,1.0436083984447257e-05,1.1906848843000455e-07,1.178778035457045e-06,0.0,1.3564021229916682e-06,0.0,0.0,1.3090332631325975e-05
2021-02-26,Equity-option Greek Markowitz,AMZN_put_put_near,-0.0015306864303848196,88.66,0.011095973038751126,1.698445536233216e-05,2.5897018334956343e-07,1.5306864303848197e-06,0.0,1.2739005642679217e-05,0.0,0.0,3.1513117618745765e-05
2021-02-26,Equity-option Greek Markowitz,AMZN_put_put_wing,-0.0004973591772980035,32.8,0.019387311328198882,9.64245721221326e-06,2.2745084327652603e-07,4.973591772980035e-07,0.0,1.118853737698717e-05,0.0,0.0,2.155580460977496e-05
2021-02-26,Equity-option Greek Markowitz,GOOGL_call_atm,0.008342557686117743,90.0,0.02718006795016994,0.00022675128478689277,1.3904262810196238e-06,8.342557686117744e-06,0.0,9.599655419642334e-06,0.0,0.0,0.0002460839241736725
2021-02-26,Equity-option Greek Markowitz,GOOGL_put_atm,-0.008781891173026062,83.52,0.027504911591355714,0.00024154514031898898,1.5772074664199105e-06,8.781891173026063e-06,0.0,4.4218915101980306e-05,5.816532297349406e-08,0.0,0.0002961813193833888
2021-02-26,Equity-option Greek Markowitz,GOOGL_put_put_near,-0.004163777111248383,30.0,0.05243038155916674,0.0002183084226700778,2.0818885556241917e-06,4.1637771112483834e-06,0.0,5.8368258617171096e-05,1.5664790661756215e-06,0.0,0.0002844888260202971
2021-02-26,Equity-option Greek Markowitz,JPM_call_atm,0.008881826750127296,6.62,0.02197802197802203,0.00019520498351928168,2.0124985083370008e-05,8.881826750127296e-06,0.0,1.022018420562593e-05,0.0,0.0,0.0002344319795584049
2021-02-26,Equity-option Greek Markowitz,JPM_call_call_near,-0.0011726104265719476,1.75,0.028248812991262043,3.312485265183496e-05,1.0050946513473837e-05,1.1726104265719477e-06,0.0,1.984172468250723e-05,0.0,0.0,6.419013427438796e-05
2021-02-26,Equity-option Greek Markowitz,JPM_call_put_near,0.09890561473915992,10.45,0.0182648401826485,0.00180649524637736,0.00014196978192223912,9.890561473915992e-05,0.0,0.00011380920052177306,0.007935947829679438,0.0,0.01009712767323997
2021-02-26,Equity-option Greek Markowitz,JPM_put_atm,0.0696959661652781,2.63,0.024813895781637736,0.0017294284408257605,0.00039750551044835414,6.96959661652781e-05,0.0,8.019809805319671e-05,0.019107709031456366,0.0,0.021384537046948954
2021-02-26,Equity-option Greek Markowitz,JPM_put_put_near,0.003910904987481247,1.55,0.027972027972028,0.00010939594370576924,3.784746762078626e-05,3.9109049874812465e-06,0.0,4.500219437649654e-06,0.0,0.0,0.00015565453575168642
2021-02-26,Equity-option Greek Markowitz,META_call_call_near,-0.011571837666030777,2.82,0.04696229521470401,0.0005434400566487689,6.1552328010802e-05,1.1571837666030778e-05,0.0,0.00024395766461294296,0.0,0.0,0.0008605218869385446
2021-02-26,Equity-option Greek Markowitz,META_call_put_near,0.05276276109010137,23.5,0.0214542339508777,0.0011319846203213016,3.3678358142617896e-05,5.276276109010137e-05,0.0,6.071331413107555e-05,0.00046546420807722777,0.0,0.0017446032617623242
2021-02-26,Equity-option Greek Markowitz,META_call_put_wing,-0.09624981422195138,29.04,0.029776695309506822,0.0028660013916836824,4.9715813131173235e-05,9.624981422195138e-05,0.0,0.00019704459697586136,0.024293806704264377,9.624981422195138e-05,0.027599068134498993
2021-02-26,Equity-option Greek Markowitz,META_put_call_near,0.06588883865708997,20.43,0.022472023593099827,0.0014806555368240737,4.8376533522092484e-05,6.588883865708997e-05,0.0,7.581729379719941e-05,0.0,0.0,0.0016707382028004556
2021-02-26,Equity-option Greek Markowitz,META_put_put_near,-0.03317300546239375,3.8,0.04137931034482768,0.0013726760880990547,0.00013094607419365952,3.317300546239375e-05,0.0,0.0005189941547769266,0.0,0.0,0.0020557893225320346
2021-02-26,Equity-option Greek Markowitz,MSFT_call_atm,0.0015876911301998232,5.1,0.03636363636363624,5.7734222916357004e-05,4.669679794705363e-06,1.5876911301998232e-06,0.0,1.8269322594080156e-06,0.0,0.0,6.58185261006702e-05
2021-02-26,Equity-option Greek Markowitz,MSFT_call_call_near,-0.016681681565462295,3.69,0.03438423645320202,0.0005735868833838769,6.781171368074104e-05,1.6681681565462297e-05,0.0,0.00024133093462935828,0.0,0.0,0.0008994112132594385
2021-02-26,Equity-option Greek Markowitz,MSFT_call_put_near,0.07216992161274342,25.2,0.016548067744008917,0.0011942727519274913,4.295828667425204e-05,7.216992161274343e-05,0.0,8.304484130781435e-05,0.0,0.0,0.0013924458015223014
2021-02-26,Equity-option Greek Markowitz,MSFT_put_atm,-0.0011097081617168379,6.4,0.03174603174603177,3.522883053069329e-05,2.600878504023839e-06,1.1097081617168378e-06,0.0,9.256106447752892e-06,0.0,0.0,4.819552364418686e-05
2021-02-26,Equity-option Greek Markowitz,MSFT_put_put_near,-0.005869809240339187,1.62,0.03921568627450984,0.00023018859766036048,5.4350085558696175e-05,5.869809240339187e-06,0.0,0.00019342317474555824,0.0,0.0,0.00048383166720495404
2021-02-26,Equity-option Greek Markowitz,NVDA_call_atm,0.001573135159605597,23.88,0.04621848739495804,7.270792754479659e-05,9.881502258829127e-07,1.573135159605597e-06,0.0,1.8101829233817828e-06,0.0,0.0,7.70793958536669e-05
2021-02-26,Equity-option Greek Markowitz,NVDA_call_call_near,0.0012714863245074839,15.8,0.050954149410863375,6.478750415282385e-05,1.2071072701020416e-06,1.2714863245074839e-06,0.0,1.4630801542277896e-06,0.0,0.0,6.872917790166116e-05
2021-02-26,Equity-option Greek Markowitz,NVDA_call_put_near,0.13471834912902567,35.65,0.05428804699973812,0.0073135960692436745,5.6683737361441375e-05,0.00013471834912902566,0.0,0.0001550183743402487,0.0,0.0,0.00766001653007439
2021-02-26,Equity-option Greek Markowitz,NVDA_put_atm,0.008528551912364,17.27,0.048411608532454395,0.0004128809165300813,7.407543641312103e-06,8.528551912364001e-06,0.0,9.81367617313118e-06,0.0,0.0,0.00043863068825688857
2021-02-26,Equity-option Greek Markowitz,NVDA_put_call_near,0.011346013631469521,43.72,0.06218655967903715,0.0007055695538125484,3.892731117841785e-06,1.1346013631469522e-05,0.0,1.3055686918403284e-05,0.0,0.0,0.000733863985480263
2021-02-26,Equity-option Greek Markowitz,NVDA_put_put_near,0.012698673126334301,13.07,0.0550819908979268,0.0006994681975604936,1.4573840619358418e-05,1.2698673126334302e-05,0.0,1.4612171816603852e-05,0.0,0.0,0.0007413528831227902
2021-02-26,Equity-option Greek Markowitz,NVDA_put_put_wing,-0.0010029388950633506,3.0,0.1472172351885099,0.00014764989119424554,5.014694475316753e-06,1.0029388950633506e-06,0.0,3.9976099919908615e-05,6.193264539533406e-06,0.0,0.00019983688902406766
2021-02-26,Equity-option Greek Markowitz,TSLA_call_atm,0.029951037440245933,50.25,0.008167434491672121,0.0002446231362508277,8.94060819111819e-06,2.9951037440245933e-05,0.0,3.4464207465488474e-05,0.0,0.0,0.0003179789893476803
2021-02-26,Equity-option Greek Markowitz,TSLA_call_call_near,-0.0018198828561768767,45.0,0.00899415400213565,1.6368306674301313e-05,6.066276187256256e-07,1.8198828561768768e-06,0.0,7.3855136973533685e-06,0.0,0.0,2.618033084655718e-05
2021-02-26,Equity-option Greek Markowitz,TSLA_call_put_near,0.0545919384393931,82.3,0.0064271194981135055,0.0003508689119836356,9.949928026620857e-06,5.45919384393931e-05,0.0,6.281812094395919e-05,0.0,0.0,0.00047822889939360866
2021-02-26,Equity-option Greek Markowitz,TSLA_put_atm,0.025502411799506554,56.0,0.00806126692833563,0.0002055817488321585,6.831003160582113e-06,2.5502411799506554e-05,0.0,2.9345240974774668e-05,0.0,0.0,0.00026726040476702183
2021-02-26,Equity-option Greek Markowitz,TSLA_put_call_near,-0.004796918960779737,85.57,0.006500228549918019,3.118106958050352e-05,8.408762932300579e-07,4.796918960779737e-06,0.0,1.0237422744577028e-05,0.0,0.0,4.705628757909034e-05
2021-02-26,Equity-option Greek Markowitz,TSLA_put_put_near,0.0043598276750343706,33.6,0.011098779134295229,4.838876442879435e-05,1.946351640640344e-06,4.359827675034371e-06,0.0,5.016788009628591e-06,0.0,0.0,5.971173175409766e-05
2021-02-26,Equity-option Greek Markowitz,TSLA_put_put_wing,-0.024755053224238804,21.55,0.015188528068086793,0.00037599282072333355,1.7230895515711464e-05,2.4755053224238804e-05,0.0,0.00020978110940001618,0.0,0.0,0.0006277598788633
2021-03-31,Equity-option Greek Markowitz,AAPL_call_atm,-0.003992964698882109,7.1,0.01538461538461533,6.143022613664762e-05,8.435840913131215e-06,3.99296469888211e-06,0.0,1.5694269830203492e-05,0.0,0.0,8.955330157886445e-05
2021-03-31,Equity-option Greek Markowitz,AAPL_call_call_near,-0.003932518064634854,1.2,0.010989010989010999,4.321448422675668e-05,4.915647580793568e-05,3.932518064634854e-06,0.0,9.1452055956951e-05,0.0,0.0,0.0001877555340562782
2021-03-31,Equity-option Greek Markowitz,AAPL_call_put_near,0.031884204035193736,14.67,0.010084033613445283,0.00032152138522884135,3.260143561880751e-05,3.188420403519374e-05,0.0,3.668867313638731e-05,0.0,0.0,0.00042269569801922993
2021-03-31,Equity-option Greek Markowitz,AAPL_put_atm,0.013368695376127039,3.5,0.010398613518197507,0.00013901589645885914,5.729440875483017e-05,1.336869537612704e-05,0.0,1.5383156323214676e-05,0.0,0.0,0.000225062156913031
2021-03-31,Equity-option Greek Markowitz,AAPL_put_call_near,0.00928361720583494,8.65,0.012658227848101333,0.00011751414184601253,1.609875816040741e-05,9.28361720583494e-06,0.0,1.0682518428631988e-05,0.0,0.0,0.00015357903564088685
2021-03-31,Equity-option Greek Markowitz,AAPL_put_put_near,0.007380511407037293,1.25,0.014035260514133768,0.00010358740032530437,8.856613688444752e-05,7.3805114070372935e-06,0.0,8.492643262892227e-06,0.0,0.0,0.0002080266918796814
2021-03-31,Equity-option Greek Markowitz,AMZN_call_atm,0.001178778035457045,93.0,0.0113753999623565,1.3409071620164738e-05,1.9012548958984597e-07,1.178778035457045e-06,0.0,1.3564021229916682e-06,0.0,0.0,1.61343772682033e-05
2021-03-31,Equity-option Greek Markowitz,AMZN_put_put_near,-0.0015306864303848196,56.5,0.013951589207883832,2.1355508282811075e-05,4.063769284207486e-07,1.5306864303848197e-06,0.0,1.9283874480455776e-05,0.0,0.0,4.2576446122072424e-05
2021-03-31,Equity-option Greek Markowitz,AMZN_put_put_wing,-0.0004973591772980035,13.2,0.030437551871224308,1.5138395757637429e-05,5.651808832931857e-07,4.973591772980035e-07,0.0,2.681962594317018e-05,0.0,0.0,4.3020561761398797e-05
2021-03-31,Equity-option Greek Markowitz,GOOGL_call_atm,0.008342557686117743,50.6,0.07642124883504196,0.0006375486768514959,2.4730902231574337e-06,8.342557686117744e-06,0.0,9.599655419642334e-06,0.0,0.0,0.0006579639801804135
2021-03-31,Equity-option Greek Markowitz,GOOGL_put_atm,-0.008781891173026062,69.7,0.06181285489911813,0.0005428337648181063,1.889933537953959e-06,8.781891173026063e-06,0.0,5.862778713217031e-05,0.0,0.0,0.0006121333766612566
2021-03-31,Equity-option Greek Markowitz,GOOGL_put_put_near,-0.004163777111248383,28.49,0.10731707317073161,0.0004468443729144602,2.1922308413031153e-06,4.1637771112483834e-06,0.0,6.800537718783459e-05,0.0,0.0,0.0005212057580548463
2021-03-31,Equity-option Greek Markowitz,JPM_call_atm,0.008881826750127296,3.5,0.05797101449275354,0.0005148885072537555,3.806497178625984e-05,8.881826750127296e-06,0.0,1.022018420562593e-05,0.0,0.0,0.0005720554899957687
2021-03-31,Equity-option Greek Markowitz,JPM_call_call_near,-0.0011726104265719476,1.6,0.06620838848326999,7.763664666200845e-05,1.0993222749112009e-05,1.1726104265719477e-06,0.0,2.4822154527130645e-05,0.0,0.0,0.00011462463436482305
2021-03-31,Equity-option Greek Markowitz,JPM_call_put_near,0.09890561473915992,10.65,0.037915543575920876,0.00375006014554586,0.00013930368273121116,9.890561473915992e-05,0.0,0.00011380920052177306,0.11590898127589194,0.0,0.12001105991942995
2021-03-31,Equity-option Greek Markowitz,JPM_put_atm,0.0696959661652781,4.8,0.03960396039603963,0.002760236283773392,0.00021779989426649405,6.96959661652781e-05,0.0,8.019809805319671e-05,0.0023840898449457343,0.0,0.005512020087204095
2021-03-31,Equity-option Greek Markowitz,JPM_put_put_near,0.003910904987481247,1.4,0.04778156996587035,0.0001868691802892065,4.1902553437299074e-05,3.9109049874812465e-06,0.0,4.500219437649654e-06,4.287770027341162e-08,0.0,0.00023722573585190993
2021-03-31,Equity-option Greek Markowitz,META_call_call_near,-0.011571837666030777,3.1,0.027397260273972626,0.0003170366483844051,5.5992762900148926e-05,1.1571837666030778e-05,1.1284186981917385e-05,0.00022131284851405902,1.205651255744063e-06,0.0,0.0006184039357023054
2021-03-31,Equity-option Greek Markowitz,META_call_put_near,0.05276276109010137,17.95,0.015544041450777242,0.0008201465454419922,4.409144380788415e-05,5.276276109010137e-05,0.0,6.071331413107555e-05,5.526324780506319e-06,0.0,0.0009832403892515598
2021-03-31,Equity-option Greek Markowitz,META_call_put_wing,-0.09624981422195138,33.9,0.03561670569867283,0.0034281013066951773,4.258841337254486e-05,9.624981422195138e-05,9.385725344588687e-05,0.00016833180913005237,0.05932165596993528,0.0,0.06315078456680089
2021-03-31,Equity-option Greek Markowitz,META_put_call_near,0.06588883865708997,12.55,0.015594601167315189,0.0010275101602348973,7.875159998855375e-05,6.588883865708997e-05,0.0,7.581729379719941e-05,0.030393696650204874,0.0,0.031641664542882614
2021-03-31,Equity-option Greek Markowitz,META_put_put_near,-0.03317300546239375,5.5,0.02499999999999991,0.0008293251365598407,9.047183307925568e-05,3.317300546239375e-05,0.0,0.00035759226821445694,5.242545099786142e-05,0.0,0.0013629876943138087
2021-03-31,Equity-option Greek Markowitz,MSFT_call_atm,0.0015876911301998232,5.62,0.03418803418803422,5.4280038639310246e-05,4.237609778113407e-06,1.5876911301998232e-06,0.0,1.8269322594080156e-06,0.0,0.0,6.193227180703149e-05
2021-03-31,Equity-option Greek Markowitz,MSFT_call_call_near,-0.016681681565462295,1.8,0.037825270499865844,0.0006309891176062368,0.0001390140130455191,1.6681681565462297e-05,2.166997455243965e-06,0.0004956241955333253,6.393131117292367e-06,0.0,0.00129086913632308
2021-03-31,Equity-option Greek Markowitz,MSFT_call_put_near,0.07216992161274342,19.65,0.02358490566037736,0.0017021207927533828,5.5091543215834685e-05,7.216992161274343e-05,0.0,8.304484130781435e-05,0.002740077604338133,0.0,0.004652504703227908
2021-03-31,Equity-option Greek Markowitz,MSFT_put_atm,-0.0011097081617168379,6.5,0.032786885245901676,3.638387415465046e-05,2.5608649885773186e-06,1.1097081617168378e-06,0.0,9.130206531175334e-06,0.0,0.0,4.918465383611996e-05
2021-03-31,Equity-option Greek Markowitz,MSFT_put_put_near,-0.005869809240339187,2.27,0.028985507246376885,0.0001701393982707015,3.8787285729113573e-05,5.869809240339187e-06,0.0,0.0001382876219832486,0.0,0.0,0.0003530841152234029
2021-03-31,Equity-option Greek Markowitz,NVDA_call_atm,0.001573135159605597,24.04,0.04124759751452684,6.48880458993626e-05,9.815735188886836e-07,1.573135159605597e-06,0.0,1.8101829233817828e-06,0.0,0.0,6.925293750123868e-05
2021-03-31,Equity-option Greek Markowitz,NVDA_call_call_near,0.0012714863245074839,7.65,0.05017921146953413,6.380218115808172e-05,2.4931104402107525e-06,1.2714863245074839e-06,0.0,1.4630801542277896e-06,0.0,0.0,6.902985807702775e-05
2021-03-31,Equity-option Greek Markowitz,NVDA_call_put_near,0.13471834912902567,44.5,0.03642988592527929,0.004907774090812354,4.541067948169404e-05,0.00013471834912902566,0.0,0.0001550183743402487,0.0015151364361545346,0.0,0.006758057929917858
